image_path,sofifa_id,short_name,primary_position,role,label
/kaggle/working/images/Goalkeeper/258688.png,258688,Lluis Andreu,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/227911.png,227911,R. Leal,LM,Midfielder,2
/kaggle/working/images/Goalkeeper/223550.png,223550,J. Omlin,GK,Goalkeeper,0
/kaggle/working/images/Defender/257345.png,257345,A. Dedić,RB,Defender,1
/kaggle/working/images/Defender/263556.png,263556,Rodrigo Guth,CB,Defender,1
/kaggle/working/images/Midfielder/200952.png,200952,M. Könnecke,CAM,Midfielder,2
/kaggle/working/images/Midfielder/258372.png,258372,G. Singh,CM,Midfielder,2
/kaggle/working/images/Defender/251355.png,251355,M. Shaker,CB,Defender,1
/kaggle/working/images/Goalkeeper/239248.png,239248,Sergi Puig,GK,Goalkeeper,0
/kaggle/working/images/Forward/190813.png,190813,S. El Shaarawy,LW,Forward,3
/kaggle/working/images/Goalkeeper/239019.png,239019,J. Delianov,GK,Goalkeeper,0
/kaggle/working/images/Forward/239211.png,239211,B. Moussiti-Oko,ST,Forward,3
/kaggle/working/images/Defender/240207.png,240207,Liu Yang,LB,Defender,1
/kaggle/working/images/Forward/258452.png,258452,T. Cseri,LW,Forward,3
/kaggle/working/images/Defender/222116.png,222116,D. Ramírez,RB,Defender,1
/kaggle/working/images/Midfielder/213490.png,213490,I. Brown,CAM,Midfielder,2
/kaggle/working/images/Forward/242494.png,242494,E. Koljić,ST,Forward,3
/kaggle/working/images/Forward/252809.png,252809,Jeong Ji Yong,RW,Forward,3
/kaggle/working/images/Defender/235004.png,235004,G. Suso,CB,Defender,1
/kaggle/working/images/Defender/238683.png,238683,A. Sicker,LB,Defender,1
/kaggle/working/images/Goalkeeper/194404.png,194404,Neto,GK,Goalkeeper,0
/kaggle/working/images/Forward/263242.png,263242,P. Banaszak,ST,Forward,3
/kaggle/working/images/Forward/256370.png,256370,G. Ludwigson,CF,Forward,3
/kaggle/working/images/Defender/211864.png,211864,D. Dziwniel,LB,Defender,1
/kaggle/working/images/Defender/239360.png,239360,P. Struijk,CB,Defender,1
/kaggle/working/images/Midfielder/211617.png,211617,T. Morosini,CM,Midfielder,2
/kaggle/working/images/Midfielder/229354.png,229354,A. Ferati,CAM,Midfielder,2
/kaggle/working/images/Forward/224854.png,224854,L. Passerini,ST,Forward,3
/kaggle/working/images/Defender/228236.png,228236,S. Deli,CB,Defender,1
/kaggle/working/images/Defender/245768.png,245768,J. Lawrence,CB,Defender,1
/kaggle/working/images/Forward/237769.png,237769,K. Kitagawa,ST,Forward,3
/kaggle/working/images/Forward/232898.png,232898,T. Morishima,CF,Forward,3
/kaggle/working/images/Midfielder/211001.png,211001,Alex Vallejo,CDM,Midfielder,2
/kaggle/working/images/Midfielder/254822.png,254822,F. Tudor,RM,Midfielder,2
/kaggle/working/images/Midfielder/263132.png,263132,C. Keles,LM,Midfielder,2
/kaggle/working/images/Midfielder/226271.png,226271,Fabián,CM,Midfielder,2
/kaggle/working/images/Midfielder/232541.png,232541,R. Izumi,LM,Midfielder,2
/kaggle/working/images/Defender/257238.png,257238,C. Wiggett,LB,Defender,1
/kaggle/working/images/Defender/210691.png,210691,L. Nilsen,LWB,Defender,1
/kaggle/working/images/Goalkeeper/262322.png,262322,N. Noll,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/218298.png,218298,S. Allagbé,GK,Goalkeeper,0
/kaggle/working/images/Defender/252261.png,252261,H. Akujobi,RB,Defender,1
/kaggle/working/images/Goalkeeper/221700.png,221700,No Dong Geon,GK,Goalkeeper,0
/kaggle/working/images/Forward/241428.png,241428,H. Knibbs,ST,Forward,3
/kaggle/working/images/Midfielder/211818.png,211818,K. Möhwald,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/263154.png,263154,Sergio Díaz,GK,Goalkeeper,0
/kaggle/working/images/Forward/244778.png,244778,Trincão,RW,Forward,3
/kaggle/working/images/Forward/202686.png,202686,N. Wells,ST,Forward,3
/kaggle/working/images/Goalkeeper/219795.png,219795,J. Coleman,GK,Goalkeeper,0
/kaggle/working/images/Defender/206546.png,206546,Pablo Iñiguez,CB,Defender,1
/kaggle/working/images/Midfielder/206225.png,206225,D. Cheryshev,LM,Midfielder,2
/kaggle/working/images/Goalkeeper/260913.png,260913,B. Thompson,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/243606.png,243606,K. Lewis-Potter,LM,Midfielder,2
/kaggle/working/images/Forward/243537.png,243537,M. Breunig,ST,Forward,3
/kaggle/working/images/Forward/256458.png,256458,K. Swaleh,RW,Forward,3
/kaggle/working/images/Midfielder/246100.png,246100,K. Askildsen,CM,Midfielder,2
/kaggle/working/images/Defender/224067.png,224067,J. Tverskov,CB,Defender,1
/kaggle/working/images/Forward/192930.png,192930,A. Pulido,ST,Forward,3
/kaggle/working/images/Goalkeeper/214190.png,214190,L. Castellanos,GK,Goalkeeper,0
/kaggle/working/images/Forward/215262.png,215262,F. Márquez,ST,Forward,3
/kaggle/working/images/Defender/204847.png,204847,T. Kane,RWB,Defender,1
/kaggle/working/images/Midfielder/262941.png,262941,A. Okyere,CM,Midfielder,2
/kaggle/working/images/Midfielder/243881.png,243881,C. Krempicki,CM,Midfielder,2
/kaggle/working/images/Defender/209597.png,209597,Antônio Carlos,CB,Defender,1
/kaggle/working/images/Goalkeeper/202125.png,202125,J. Bonham,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/242686.png,242686,M. Breij,CAM,Midfielder,2
/kaggle/working/images/Goalkeeper/234717.png,234717,S. Pérez,GK,Goalkeeper,0
/kaggle/working/images/Forward/189703.png,189703,T. Viudez,ST,Forward,3
/kaggle/working/images/Defender/171896.png,171896,H. Ayala,CB,Defender,1
/kaggle/working/images/Defender/189881.png,189881,C. Smalling,CB,Defender,1
/kaggle/working/images/Defender/232746.png,232746,Park Jeong Su,CB,Defender,1
/kaggle/working/images/Midfielder/201271.png,201271,J. Ankersen,LM,Midfielder,2
/kaggle/working/images/Defender/235464.png,235464,J. Storey,CB,Defender,1
/kaggle/working/images/Defender/264103.png,264103,Torrente,CB,Defender,1
/kaggle/working/images/Forward/220943.png,220943,K. Vassell,ST,Forward,3
/kaggle/working/images/Defender/261083.png,261083,B. Valdez,LB,Defender,1
/kaggle/working/images/Midfielder/243008.png,243008,M. Trávník,CM,Midfielder,2
/kaggle/working/images/Midfielder/212625.png,212625,D. Kinsombi,CM,Midfielder,2
/kaggle/working/images/Midfielder/244655.png,244655,G. Whyte,RM,Midfielder,2
/kaggle/working/images/Goalkeeper/158121.png,158121,B. Costil,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/262669.png,262669,E. Leopold,CM,Midfielder,2
/kaggle/working/images/Midfielder/204344.png,204344,Elber,LM,Midfielder,2
/kaggle/working/images/Goalkeeper/217502.png,217502,A. Kofler,GK,Goalkeeper,0
/kaggle/working/images/Forward/181558.png,181558,R. Armand,ST,Forward,3
/kaggle/working/images/Forward/230121.png,230121,V. Sanogo,ST,Forward,3
/kaggle/working/images/Forward/262355.png,262355,Y. Bahassa,RW,Forward,3
/kaggle/working/images/Goalkeeper/258641.png,258641,O. Bosworth,GK,Goalkeeper,0
/kaggle/working/images/Defender/252036.png,252036,N. Colombo,CB,Defender,1
/kaggle/working/images/Defender/177971.png,177971,J. McNulty,CB,Defender,1
/kaggle/working/images/Midfielder/262221.png,262221,L. Valente,CAM,Midfielder,2
/kaggle/working/images/Forward/237502.png,237502,D. Johnsen,LW,Forward,3
/kaggle/working/images/Midfielder/245286.png,245286,J. Žambůrek,CAM,Midfielder,2
/kaggle/working/images/Goalkeeper/246657.png,246657,Álvaro Valles,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/171490.png,171490,S. Aresti,GK,Goalkeeper,0
/kaggle/working/images/Defender/227174.png,227174,M. Cash,RB,Defender,1
/kaggle/working/images/Defender/257071.png,257071,E. Kaplan,LB,Defender,1
/kaggle/working/images/Forward/211591.png,211591,M. Dembélé,ST,Forward,3
/kaggle/working/images/Midfielder/262541.png,262541,M. Søndergaard,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/194894.png,194894,F. Rossi,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/229504.png,229504,F. Lauenborg,CM,Midfielder,2
/kaggle/working/images/Defender/203966.png,203966,D. Kempe,LB,Defender,1
/kaggle/working/images/Goalkeeper/263286.png,263286,A. Mandous,GK,Goalkeeper,0
/kaggle/working/images/Forward/252813.png,252813,Lee Dong Ryul,CF,Forward,3
/kaggle/working/images/Forward/251980.png,251980,T. Tushi,ST,Forward,3
/kaggle/working/images/Defender/246052.png,246052,A. Long,CB,Defender,1
/kaggle/working/images/Goalkeeper/260305.png,260305,H. Mociu,GK,Goalkeeper,0
/kaggle/working/images/Defender/262343.png,262343,S. Quemper,LB,Defender,1
/kaggle/working/images/Defender/192774.png,192774,K. Manolas,CB,Defender,1
/kaggle/working/images/Goalkeeper/228505.png,228505,P. Pentz,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/256923.png,256923,D. Contreras,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/264184.png,264184,Aritz de Miguel,GK,Goalkeeper,0
/kaggle/working/images/Forward/241540.png,241540,T. Goppel,RW,Forward,3
/kaggle/working/images/Midfielder/228584.png,228584,A. May,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/239342.png,239342,H. Koffi,GK,Goalkeeper,0
/kaggle/working/images/Defender/240278.png,240278,S. Szota,CB,Defender,1
/kaggle/working/images/Midfielder/237640.png,237640,N. Bajrami,CAM,Midfielder,2
/kaggle/working/images/Midfielder/194079.png,194079,A. Potuk,CAM,Midfielder,2
/kaggle/working/images/Goalkeeper/190435.png,190435,Tomeu Nadal,GK,Goalkeeper,0
/kaggle/working/images/Defender/222192.png,222192,Sun Guowen,LB,Defender,1
/kaggle/working/images/Defender/237522.png,237522,Jorge Cuenca,CB,Defender,1
/kaggle/working/images/Goalkeeper/247072.png,247072,K. Eissa,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/190778.png,190778,J. Zoet,GK,Goalkeeper,0
/kaggle/working/images/Defender/246748.png,246748,Aihen Muñoz,LB,Defender,1
/kaggle/working/images/Forward/259750.png,259750,I. Matanović,ST,Forward,3
/kaggle/working/images/Forward/260492.png,260492,Eom Ji Sung,RW,Forward,3
/kaggle/working/images/Midfielder/242530.png,242530,N. Okafor,RM,Midfielder,2
/kaggle/working/images/Goalkeeper/235999.png,235999,L. García,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/236492.png,236492,Pedro Díaz,CDM,Midfielder,2
/kaggle/working/images/Defender/229749.png,229749,A. Barboza,CB,Defender,1
/kaggle/working/images/Forward/237461.png,237461,C. Colmán,ST,Forward,3
/kaggle/working/images/Midfielder/172114.png,172114,D. Valeri,CAM,Midfielder,2
/kaggle/working/images/Forward/232489.png,232489,Y. Komai,CF,Forward,3
/kaggle/working/images/Defender/237211.png,237211,Yuri Ribeiro,LWB,Defender,1
/kaggle/working/images/Defender/251530.png,251530,Nuno Tavares,LB,Defender,1
/kaggle/working/images/Goalkeeper/262837.png,262837,S. Mellack,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/226724.png,226724,C. Senior,RM,Midfielder,2
/kaggle/working/images/Forward/230623.png,230623,S. Bakıs,ST,Forward,3
/kaggle/working/images/Midfielder/263364.png,263364,L. Walta,CAM,Midfielder,2
/kaggle/working/images/Midfielder/253474.png,253474,N. Tauer,CDM,Midfielder,2
/kaggle/working/images/Defender/204638.png,204638,W. Orban,CB,Defender,1
/kaggle/working/images/Midfielder/193608.png,193608,O. Clarke,CM,Midfielder,2
/kaggle/working/images/Defender/199692.png,199692,H. Mier,CB,Defender,1
/kaggle/working/images/Goalkeeper/240091.png,240091,G. Vicario,GK,Goalkeeper,0
/kaggle/working/images/Defender/239127.png,239127,A. Mayorga,LB,Defender,1
/kaggle/working/images/Midfielder/252260.png,252260,P. Sturm,RM,Midfielder,2
/kaggle/working/images/Midfielder/213763.png,213763,R. Schüller,CDM,Midfielder,2
/kaggle/working/images/Forward/221774.png,221774,Fernando Karanga,ST,Forward,3
/kaggle/working/images/Midfielder/162240.png,162240,M. Dembélé,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/198653.png,198653,M. Silva,GK,Goalkeeper,0
/kaggle/working/images/Forward/261575.png,261575,K. Martínez,ST,Forward,3
/kaggle/working/images/Midfielder/200054.png,200054,Pedro Obiang,CDM,Midfielder,2
/kaggle/working/images/Midfielder/173909.png,173909,K. Boateng,CAM,Midfielder,2
/kaggle/working/images/Forward/248399.png,248399,C. Stan,RW,Forward,3
/kaggle/working/images/Defender/237310.png,237310,D. Mitchell,LB,Defender,1
/kaggle/working/images/Forward/247636.png,247636,A. Perez,RW,Forward,3
/kaggle/working/images/Defender/247631.png,247631,M. Rakip,RB,Defender,1
/kaggle/working/images/Midfielder/188985.png,188985,L. Kalludra,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/253428.png,253428,V. Jaroš,GK,Goalkeeper,0
/kaggle/working/images/Forward/239085.png,239085,E. Haaland,ST,Forward,3
/kaggle/working/images/Forward/220127.png,220127,João Silva,ST,Forward,3
/kaggle/working/images/Defender/253106.png,253106,T. Rushesha,RB,Defender,1
/kaggle/working/images/Defender/247946.png,247946,A. Dobrosavlevici,CB,Defender,1
/kaggle/working/images/Midfielder/186715.png,186715,S. Salinas,LM,Midfielder,2
/kaggle/working/images/Defender/215070.png,215070,G. Ortíz,CB,Defender,1
/kaggle/working/images/Goalkeeper/235124.png,235124,S. Jurado,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/236028.png,236028,Javi Díaz,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/242573.png,242573,D. Caicedo,LM,Midfielder,2
/kaggle/working/images/Forward/258437.png,258437,E. Emegha,ST,Forward,3
/kaggle/working/images/Midfielder/254882.png,254882,A. Oeynhausen,CM,Midfielder,2
/kaggle/working/images/Midfielder/208309.png,208309,I. Cissé,CDM,Midfielder,2
/kaggle/working/images/Midfielder/220826.png,220826,L. Vásquez,CDM,Midfielder,2
/kaggle/working/images/Forward/197238.png,197238,I. Baldé,ST,Forward,3
/kaggle/working/images/Goalkeeper/178571.png,178571,Bracali,GK,Goalkeeper,0
/kaggle/working/images/Midfielder/255174.png,255174,L. Tramoni,RM,Midfielder,2
/kaggle/working/images/Midfielder/262888.png,262888,D. Atmaca,LM,Midfielder,2
/kaggle/working/images/Midfielder/224315.png,224315,L. Paganini,CM,Midfielder,2
/kaggle/working/images/Defender/239998.png,239998,P. Hristov,CB,Defender,1
/kaggle/working/images/Defender/239096.png,239096,A. Karazor,CB,Defender,1
/kaggle/working/images/Midfielder/218880.png,218880,S. Marreh,CDM,Midfielder,2
/kaggle/working/images/Goalkeeper/223738.png,223738,X. Mous,GK,Goalkeeper,0
/kaggle/working/images/Forward/203287.png,203287,E. Harrison,ST,Forward,3
/kaggle/working/images/Goalkeeper/222829.png,222829,S. Brodersen,GK,Goalkeeper,0
/kaggle/working/images/Defender/210999.png,210999,Ma Sang Hoon,CB,Defender,1
/kaggle/working/images/Defender/259203.png,259203,E. Kouadio,RB,Defender,1
/kaggle/working/images/Midfielder/228638.png,228638,B. Stevenson,CDM,Midfielder,2
/kaggle/working/images/Midfielder/205391.png,205391,S. Meïté,CM,Midfielder,2
/kaggle/working/images/Goalkeeper/199526.png,199526,B. Megyeri,GK,Goalkeeper,0
/kaggle/working/images/Defender/257068.png,257068,P. Bonilla,RB,Defender,1
/kaggle/working/images/Midfielder/208144.png,208144,D. Bessa,CAM,Midfielder,2
/kaggle/working/images/Midfielder/256453.png,256453,A. Sarr,RM,Midfielder,2
/kaggle/working/images/Forward/193226.png,193226,B. Jeannot,ST,Forward,3
/kaggle/working/images/Defender/263476.png,263476,I. Čalušić,CB,Defender,1
/kaggle/working/images/Forward/190461.png,190461,B. Sigurðarson,ST,Forward,3
/kaggle/working/images/Goalkeeper/264242.png,264242,N. van Haveren,GK,Goalkeeper,0
/kaggle/working/images/Forward/257959.png,257959,D. Min,ST,Forward,3
/kaggle/working/images/Defender/262597.png,262597,A. Malanda,CB,Defender,1
/kaggle/working/images/Forward/196147.png,196147,G. Moreno,ST,Forward,3
/kaggle/working/images/Goalkeeper/246158.png,246158,M. Hermansen,GK,Goalkeeper,0
/kaggle/working/images/Goalkeeper/225983.png,225983,S. Mpontshane,GK,Goalkeeper,0
/kaggle/working/images/Forward/230698.png,230698,Kachi,LW,Forward,3
/kaggle/working/images/Forward/216251.png,216251,S. Hendriks,ST,Forward,3
/kaggle/working/images/Forward/238938.png,238938,B. Girth,ST,Forward,3
/kaggle/working/images/Forward/220649.png,220649,S. Vecchia,LW,Forward,3
/kaggle/working/images/Midfielder/246309.png,246309,Miguel Luís,CM,Midfielder,2
/kaggle/working/images/Defender/205934.png,205934,N. Murru,LB,Defender,1
/kaggle/working/images/Defender/233329.png,233329,M. Villanueva,CB,Defender,1
/kaggle/working/images/Midfielder/225355.png,225355,W. Parra,CDM,Midfielder,2
/kaggle/working/images/Midfielder/242633.png,242633,M. Frendrup,CDM,Midfielder,2
/kaggle/working/images/Forward/213905.png,213905,S. Gallagher,ST,Forward,3
/kaggle/working/images/Forward/253225.png,253225,A. Tapsoba,RW,Forward,3
/kaggle/working/images/Goalkeeper/193512.png,193512,M. Heča,GK,Goalkeeper,0
